Metagenome	bin	contig_id	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
A1	bin.unbinned	NODE_66980_length_2601_cov_2.947368||full	0.693	dsDNAphage	2583	0	16.7	0	2583	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_67784_length_2583_cov_2.162184||lt2gene	NA	dsDNAphage	2583	2	100	0	2583	No	NA	2	1	0	Not-determined	Genome-fragment	NA	NA	0	1.01	NA
A3	bin.099	NODE_54200_length_3450_cov_2.649190||full	0.98	dsDNAphage	2583	0	20	0	2583	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_91772_length_2634_cov_2.854207||full	0.96	dsDNAphage	2583	1	28.6	14.3	2583	No	NA	7	3	0	Low-quality	Genome-fragment	4.39	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_94797_length_2590_cov_2.366075||full	0.933	dsDNAphage	2583	0	16.7	0	2583	No	NA	6	1	0	Low-quality	Genome-fragment	1.34	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_79392_length_2675_cov_4.275573||full	1	dsDNAphage	2583	2	66.7	0	2583	No	NA	3	2	0	Low-quality	Genome-fragment	2.65	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_84280_length_2585_cov_3.156126||full	1	dsDNAphage	2583	1	33.3	0	2583	No	NA	6	0	0	Low-quality	Genome-fragment	1.56	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.049	NODE_100405_length_2583_cov_3.039161||lt2gene	NA	dsDNAphage	2583	1	50	0	2583	No	NA	2	1	0	Low-quality	Genome-fragment	0.13	HMM-based (lower-bound)	0	1	NA
C2	bin.031	NODE_91828_length_2726_cov_4.051666||full	0.987	dsDNAphage	2583	0	50	0	2583	No	NA	6	0	1	Low-quality	Genome-fragment	4.86	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_94003_length_2688_cov_2.981770||full	0.907	dsDNAphage	2583	0	28.6	0	2583	No	NA	7	1	0	Low-quality	Genome-fragment	1.07	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_100287_length_2585_cov_2.764427||full	1	dsDNAphage	2583	2	66.7	0	2583	No	NA	3	2	0	Low-quality	Genome-fragment	3.46	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_100374_length_2584_cov_2.310399||full	0.62	dsDNAphage	2583	0	25	0	2583	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_100437_length_2583_cov_2.179193||full	0.973	dsDNAphage	2583	1	25	0	2583	No	NA	4	1	0	Low-quality	Genome-fragment	0.9	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_100431_length_2583_cov_2.424446||lt2gene	NA	dsDNAphage	2583	1	50	0	2583	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_67717_length_2584_cov_4.846975||full	0.86	dsDNAphage	2582	0	66.7	16.7	2582	No	NA	6	0	0	Low-quality	Genome-fragment	6.42	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.ubinned	NODE_91774_length_2634_cov_2.839860||full	1	dsDNAphage	2582	1	33.3	0	2582	No	NA	3	1	0	Low-quality	Genome-fragment	2.45	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_83727_length_2595_cov_1.863386||full	0.973	dsDNAphage	2582	1	33.3	0	2582	No	NA	6	1	0	Low-quality	Genome-fragment	3.9	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_84293_length_2585_cov_2.729644||full	0.547	dsDNAphage	2582	0	40	0	2582	No	NA	5	0	0	Low-quality	Genome-fragment	2.06	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_87565_length_2806_cov_2.845874||full	0.967	dsDNAphage	2582	0	16.7	0	2582	No	NA	6	1	0	Low-quality	Genome-fragment	1.38	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_87702_length_2803_cov_3.074600||full	0.96	dsDNAphage	2582	1	33.3	0	2582	No	NA	2	1	0	Low-quality	Genome-fragment	5.06	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_96624_length_2644_cov_2.649285||full	0.927	dsDNAphage	2582	0	20	0	2582	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_99895_length_2591_cov_3.179416||full	0.947	dsDNAphage	2582	1	50	25	2582	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_100275_length_2585_cov_3.385771||full	1	dsDNAphage	2582	1	28.6	0	2582	No	NA	7	1	0	Low-quality	Genome-fragment	5.28	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_100471_length_2582_cov_3.252869||full	0.96	dsDNAphage	2582	0	14.3	0	2582	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_63205_length_2689_cov_5.933941||full	1	dsDNAphage	2581	2	50	0	2581	No	NA	4	2	0	Low-quality	Genome-fragment	5.33	AAI-based (medium-confidence)	0	1	NA
A3	bin.098	NODE_95419_length_2581_cov_3.342043||full	0.987	dsDNAphage	2581	2	66.7	0	2581	No	NA	3	1	0	Low-quality	Genome-fragment	3.88	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_93178_length_2613_cov_2.262314||full	1	dsDNAphage	2581	1	40	0	2581	No	NA	5	2	0	Low-quality	Genome-fragment	5.87	AAI-based (high-confidence)	0	1	NA
B2	bin.113	NODE_84443_length_2582_cov_3.990503||full	0.98	dsDNAphage	2581	1	33.3	0	2581	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_84331_length_2584_cov_3.803084||full	0.987	dsDNAphage	2581	1	33.3	0	2581	No	NA	3	0	0	Low-quality	Genome-fragment	1.2	AAI-based (high-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_84365_length_2584_cov_2.582839||full	0.94	dsDNAphage	2581	1	66.7	16.7	2581	No	NA	6	3	1	Low-quality	Genome-fragment	4.92	HMM-based (lower-bound)	0	1	NA
C1	bin.unbinned	NODE_8013_length_2583_cov_2.068434||full	0.947	dsDNAphage	2581	1	50	0	2581	Yes	403	4	1	1	Low-quality	Genome-fragment	0.36	HMM-based (lower-bound)	84.39	1	NA
C2	bin.047	NODE_74280_length_3100_cov_2.878489||full	0.853	dsDNAphage	2581	1	20	0	2581	No	NA	5	1	0	Low-quality	Genome-fragment	2.97	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_100444_length_2583_cov_1.620253||full	0.98	dsDNAphage	2581	0	100	0	2581	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_67792_length_2582_cov_5.148793||full	0.5	dsDNAphage	2580	0	66.7	0	2580	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_67810_length_2582_cov_2.870993||full	0.907	dsDNAphage	2580	0	14.3	0	2580	No	NA	7	1	0	Low-quality	Genome-fragment	1.27	HMM-based (lower-bound)	0	1	NA
A1	bin.unbinned	NODE_67871_length_2581_cov_2.113618||full	0.527	dsDNAphage	2580	0	50	25	2580	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_95189_length_2584_cov_3.047845||full	0.907	dsDNAphage	2580	0	14.3	0	2580	No	NA	7	1	0	Low-quality	Genome-fragment	1.66	HMM-based (lower-bound)	0	1	NA
A3	bin.026	NODE_95286_length_2583_cov_2.326741||full	0.733	dsDNAphage	2580	0	50	0	2580	No	NA	4	1	0	Low-quality	Genome-fragment	1.37	HMM-based (lower-bound)	0	1	NA
B1	bin.unbinned	NODE_18148_length_2702_cov_2.211560||full	0.813	dsDNAphage	2580	0	66.7	0	2580	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_80643_length_2652_cov_2.578360||full	0.987	dsDNAphage	2580	1	33.3	0	2580	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.006	NODE_85139_length_2853_cov_3.726948||full	0.967	dsDNAphage	2580	1	33.3	0	2580	No	NA	3	1	0	Low-quality	Genome-fragment	3.79	HMM-based (lower-bound)	0	1	NA
A3	bin.089	NODE_95354_length_2582_cov_2.584883||full	0.947	dsDNAphage	2579	1	25	0	2579	No	NA	4	1	0	Low-quality	Genome-fragment	6	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_79901_length_2826_cov_2.312162||full	0.7	dsDNAphage	2579	0	33.3	0	2579	No	NA	3	0	1	Low-quality	Genome-fragment	1.94	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.070	NODE_95421_length_2581_cov_3.253365||full	0.76	dsDNAphage	2579	0	66.7	0	2579	No	NA	3	0	2	Low-quality	Genome-fragment	5.08	AAI-based (medium-confidence)	0	1	no viral genes detected
B1	bin.unbinned	NODE_20130_length_2579_cov_2.493265||full	0.987	dsDNAphage	2579	1	25	0	2579	No	NA	3	1	0	Low-quality	Genome-fragment	6.03	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_84510_length_2581_cov_3.652811||full	0.82	dsDNAphage	2579	0	33.3	0	2579	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_67879_length_2580_cov_4.481980||full	0.96	dsDNAphage	2578	0	25	0	2578	No	NA	8	1	0	Low-quality	Genome-fragment	1.66	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_95301_length_2582_cov_8.453106||full	0.947	dsDNAphage	2578	0	40	0	2578	No	NA	5	2	0	Low-quality	Genome-fragment	3.21	HMM-based (lower-bound)	0	1	NA
A3	bin.070	NODE_95583_length_2579_cov_2.278526||full	0.8	dsDNAphage	2578	0	25	0	2578	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_84478_length_2582_cov_2.445588||full	0.98	dsDNAphage	2578	0	33.3	0	2578	No	NA	9	2	0	Low-quality	Genome-fragment	4.66	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_100620_length_2580_cov_2.115248||full	0.5	dsDNAphage	2578	0	50	25	2578	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.014	NODE_95652_length_2578_cov_2.450654||full	0.547	dsDNAphage	2577	0	25	0	2577	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.098	NODE_95409_length_2581_cov_3.911718||full	0.847	dsDNAphage	2577	0	50	0	2577	No	NA	4	0	1	Low-quality	Genome-fragment	1.44	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.ubinned	NODE_89681_length_2665_cov_3.547510||full	0.773	dsDNAphage	2577	0	50	0	2577	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.070	NODE_84674_length_2579_cov_2.261490||full	0.933	dsDNAphage	2577	1	25	0	2577	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.112	NODE_82155_length_2624_cov_2.517711||full	0.66	dsDNAphage	2577	0	60	0	2577	No	NA	5	0	0	Low-quality	Genome-fragment	0.53	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_84563_length_2581_cov_1.633808||full	0.727	dsDNAphage	2577	0	33.3	0	2577	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C1	bin.unbinned	NODE_7751_length_2638_cov_2.968641||full	0.893	dsDNAphage	2577	0	33.3	0	2577	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_100711_length_2578_cov_3.935791||full	0.947	dsDNAphage	2577	1	25	0	2577	No	NA	4	1	0	Low-quality	Genome-fragment	6.44	AAI-based (high-confidence)	0	1	NA
C2	bin.127	NODE_100684_length_2579_cov_2.471078||full	0.793	dsDNAphage	2577	1	33.3	0	2577	No	NA	3	1	0	Low-quality	Genome-fragment	5.35	AAI-based (high-confidence)	0	1	NA
A1	bin.015	NODE_68037_length_2577_cov_2.222443||full	0.987	dsDNAphage	2576	1	75	0	2576	No	NA	4	2	0	Low-quality	Genome-fragment	6.41	AAI-based (high-confidence)	0	1	NA
A3	bin.ubinned	NODE_95812_length_2576_cov_1.912336||lt2gene	NA	dsDNAphage	2576	1	50	0	2576	No	NA	2	1	0	Low-quality	Genome-fragment	1.34	HMM-based (lower-bound)	0	1	NA
A3	bin.079	NODE_95458_length_2580_cov_16.723960||full	0.92	dsDNAphage	2576	1	33.3	0	2576	No	NA	3	1	0	Low-quality	Genome-fragment	6.45	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_84265_length_2585_cov_7.397628||full	0.813	dsDNAphage	2576	0	33.3	0	2576	Yes	1359	6	1	1	Low-quality	Genome-fragment	0.61	HMM-based (lower-bound)	47.24	1	NA
B2	bin.unbinned	NODE_84727_length_2578_cov_2.147444||full	0.92	dsDNAphage	2576	0	50	16.7	2576	No	NA	6	2	0	Low-quality	Genome-fragment	1.57	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_88542_length_2787_cov_2.904466||full	0.84	dsDNAphage	2576	0	50	0	2576	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_92830_length_2708_cov_6.271768||full	1	dsDNAphage	2576	1	33.3	0	2576	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_100666_length_2579_cov_2.843502||full	0.927	dsDNAphage	2576	0	22.2	0	2576	No	NA	9	2	0	Low-quality	Genome-fragment	5.1	AAI-based (medium-confidence)	0	1	NA
A1	bin.053	NODE_66228_length_2618_cov_2.981662||full	0.873	dsDNAphage	2575	0	33.3	0	2575	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_57886_length_2831_cov_2.039986||full	0.52	dsDNAphage	2575	0	50	25	2575	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A1	bin.unbinned	NODE_67919_length_2579_cov_4.157290||full	0.78	dsDNAphage	2575	0	66.7	0	2575	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_95727_length_2577_cov_2.618953||full	0.96	dsDNAphage	2575	0	22.2	0	2575	No	NA	9	1	0	Low-quality	Genome-fragment	3.41	HMM-based (lower-bound)	0	1	NA
A3	bin.070	NODE_95739_length_2577_cov_2.397700||full	0.987	dsDNAphage	2575	0	16.7	0	2575	No	NA	6	0	0	Low-quality	Genome-fragment	2.22	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.045	NODE_84814_length_2576_cov_2.774296||full	0.92	dsDNAphage	2575	0	10	0	2575	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_74862_length_2770_cov_2.422099||full	0.9	dsDNAphage	2575	1	50	0	2575	No	NA	4	2	0	Low-quality	Genome-fragment	5.33	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_100727_length_2578_cov_3.199762||full	0.987	dsDNAphage	2575	1	40	0	2575	No	NA	5	1	0	Low-quality	Genome-fragment	3.78	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_100880_length_2576_cov_2.532328||full	0.56	dsDNAphage	2575	0	11.1	0	2575	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_100924_length_2575_cov_3.094444||full	0.833	dsDNAphage	2575	1	33.3	0	2575	Yes	657	3	1	1	Low-quality	Genome-fragment	0.98	HMM-based (lower-bound)	74.49	1	NA
A3	bin.ubinned	NODE_95759_length_2576_cov_4.211821||full	0.987	dsDNAphage	2574	1	33.3	0	2574	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_95939_length_2574_cov_2.017070||full	1	dsDNAphage	2574	1	16.7	0	2574	No	NA	6	1	0	Low-quality	Genome-fragment	5.86	AAI-based (medium-confidence)	0	1	NA
A3	bin.070	NODE_95782_length_2576_cov_2.867116||full	0.507	dsDNAphage	2574	0	16.7	0	2574	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.001	NODE_19637_length_2607_cov_3.844044||full	0.987	dsDNAphage	2574	0	11.1	0	2574	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.unbinned	NODE_20192_length_2575_cov_2.905556||full	0.66	dsDNAphage	2574	0	60	0	2574	No	NA	5	0	4	Low-quality	Genome-fragment	1.94	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_84729_length_2578_cov_2.040824||full	0.88	dsDNAphage	2574	0	28.6	14.3	2574	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_100816_length_2577_cov_2.292228||full	0.993	dsDNAphage	2574	1	60	0	2574	No	NA	5	2	0	Low-quality	Genome-fragment	3.14	AAI-based (high-confidence)	0	1	NA
C2	bin.unbinned	NODE_100864_length_2576_cov_2.955573||full	0.98	dsDNAphage	2574	1	33.3	0	2574	No	NA	6	1	0	Low-quality	Genome-fragment	2.77	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_100874_length_2576_cov_2.735026||full	0.773	dsDNAphage	2574	0	16.7	0	2574	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_100930_length_2575_cov_2.852778||full	1	dsDNAphage	2574	1	50	0	2574	No	NA	4	2	0	Low-quality	Genome-fragment	3.09	HMM-based (lower-bound)	0	1	NA
A1	bin.047	NODE_68059_length_2576_cov_3.266561||full	0.607	dsDNAphage	2573	0	50	0	2573	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_95866_length_2575_cov_2.407540||full	0.72	dsDNAphage	2573	0	16.7	0	2573	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_100820_length_2577_cov_2.251784||full	0.947	dsDNAphage	2573	0	12.5	0	2573	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_101023_length_2573_cov_4.263304||full	1	dsDNAphage	2573	1	33.3	0	2573	No	NA	3	0	0	Low-quality	Genome-fragment	4.63	AAI-based (high-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_101081_length_2573_cov_1.903495||full	0.72	dsDNAphage	2573	0	14.3	0	2573	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.059	NODE_100893_length_2576_cov_2.065054||full	0.82	dsDNAphage	2573	0	33.3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A3	bin.098	NODE_87081_length_2706_cov_3.699736||full	0.76	dsDNAphage	2572	0	50	0	2572	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.ubinned	NODE_95436_length_2581_cov_2.735550||full	1	dsDNAphage	2572	2	100	0	2572	No	NA	3	3	0	Low-quality	Genome-fragment	1.22	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_95968_length_2573_cov_3.853455||full	0.82	dsDNAphage	2572	0	66.7	0	2572	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.070	NODE_95961_length_2573_cov_4.585385||full	0.967	dsDNAphage	2572	0	60	0	2572	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_84932_length_2574_cov_2.274712||full	0.567	dsDNAphage	2572	0	20	0	2572	No	NA	5	0	0	Low-quality	Genome-fragment	2.62	AAI-based (medium-confidence)	0	1	no viral genes detected
B2	bin.unbinned	NODE_84960_length_2573_cov_3.593328||full	0.733	dsDNAphage	2572	0	40	20	2572	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_85038_length_2572_cov_2.740167||full	0.993	dsDNAphage	2572	1	25	0	2572	No	NA	4	1	0	Low-quality	Genome-fragment	1.59	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_100935_length_2575_cov_2.707937||full	0.547	dsDNAphage	2572	0	50	0	2572	No	NA	4	1	0	Low-quality	Genome-fragment	1.13	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_100982_length_2574_cov_2.984121||full	0.98	dsDNAphage	2572	0	66.7	0	2572	No	NA	5	2	0	Low-quality	Genome-fragment	1.4	AAI-based (medium-confidence)	0	1	NA
A1	bin.unbinned	NODE_68273_length_2571_cov_1.906200||full	0.78	dsDNAphage	2571	0	12.5	0	2571	Yes	1509	8	1	1	Low-quality	Genome-fragment	0.96	HMM-based (lower-bound)	41.31	1	NA
A3	bin.ubinned	NODE_87492_length_2700_cov_2.731569||full	0.84	dsDNAphage	2571	0	66.7	0	2571	No	NA	3	1	0	Low-quality	Genome-fragment	5.11	AAI-based (medium-confidence)	0	1	NA
A3	bin.ubinned	NODE_95876_length_2575_cov_1.986905||full	0.92	dsDNAphage	2571	0	12.5	0	2571	No	NA	8	1	0	Low-quality	Genome-fragment	1.3	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_84911_length_2574_cov_2.855101||full	0.993	dsDNAphage	2571	1	33.3	0	2571	No	NA	3	1	0	Low-quality	Genome-fragment	3.37	HMM-based (lower-bound)	0	1	NA
C2	bin.120	NODE_101180_length_2571_cov_3.226153||full	0.887	dsDNAphage	2571	0	66.7	0	2571	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.047	NODE_100941_length_2575_cov_2.449206||full	0.96	dsDNAphage	2571	0	42.9	0	2571	No	NA	7	3	0	Low-quality	Genome-fragment	1.83	HMM-based (lower-bound)	0	1	NA
C2	bin.047	NODE_101053_length_2573_cov_2.811358||full	0.56	dsDNAphage	2571	0	28.6	14.3	2571	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.unbinned	NODE_92435_length_2715_cov_3.824812||full	0.667	dsDNAphage	2571	0	50	0	2571	No	NA	4	0	0	Low-quality	Genome-fragment	2.95	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_101028_length_2573_cov_4.022637||full	0.933	dsDNAphage	2571	0	20	0	2571	No	NA	5	0	0	Low-quality	Genome-fragment	14.37	AAI-based (medium-confidence)	0	1	no viral genes detected
A1	bin.unbinned	NODE_68137_length_2574_cov_2.444621||full	0.72	dsDNAphage	2570	0	66.7	0	2570	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
A3	bin.ubinned	NODE_96081_length_2572_cov_1.970997||full	0.553	dsDNAphage	2570	0	66.7	0	2570	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.070	NODE_96244_length_2570_cov_1.728827||lt2gene	NA	dsDNAphage	2570	1	50	0	2570	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_78952_length_2684_cov_4.288703||full	0.92	dsDNAphage	2570	0	14.3	0	2570	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B2	bin.unbinned	NODE_84972_length_2573_cov_3.148928||full	0.947	dsDNAphage	2570	1	20	0	2570	No	NA	5	1	0	Low-quality	Genome-fragment	4.94	AAI-based (medium-confidence)	0	1	NA
B2	bin.unbinned	NODE_85162_length_2570_cov_2.614712||full	0.86	dsDNAphage	2570	0	50	0	2570	No	NA	6	2	0	Low-quality	Genome-fragment	1.3	HMM-based (lower-bound)	0	1	NA
C2	bin.unbinned	NODE_101208_length_2571_cov_2.227742||full	0.84	dsDNAphage	2570	0	11.1	0	2570	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.116	NODE_101031_length_2573_cov_3.755361||full	0.72	dsDNAphage	2570	0	16.7	0	2570	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
A3	bin.070	NODE_96134_length_2571_cov_3.022655||full	0.86	dsDNAphage	2569	0	66.7	0	2569	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
B1	bin.unbinned	NODE_20245_length_2573_cov_2.042494||full	0.953	dsDNAphage	2569	1	16.7	0	2569	No	NA	6	1	0	Low-quality	Genome-fragment	3.55	HMM-based (lower-bound)	0	1	NA
B2	bin.unbinned	NODE_79079_length_2682_cov_3.447659||full	0.887	dsDNAphage	2569	0	28.6	0	2569	No	NA	7	1	0	Low-quality	Genome-fragment	1.22	AAI-based (high-confidence)	0	1	NA
B2	bin.unbinned	NODE_85105_length_2571_cov_2.667329||full	0.973	dsDNAphage	2569	1	33.3	16.7	2569	No	NA	6	1	0	Low-quality	Genome-fragment	6.08	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_82152_length_2916_cov_2.658861||full	0.987	dsDNAphage	2569	0	22.2	0	2569	No	NA	9	0	0	Low-quality	Genome-fragment	1.8	AAI-based (medium-confidence)	0	1	no viral genes detected
C2	bin.unbinned	NODE_94833_length_2674_cov_2.338297||full	0.68	dsDNAphage	2569	0	50	0	2569	No	NA	6	3	0	Low-quality	Genome-fragment	1.6	AAI-based (medium-confidence)	0	1	NA
C2	bin.unbinned	NODE_101273_length_2569_cov_17.846460||lt2gene	NA	dsDNAphage	2569	1	100	0	2569	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
C2	bin.059	NODE_101100_length_2572_cov_3.844259||full	0.58	dsDNAphage	2569	0	40	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A1	bin.unbinned	NODE_66678_length_2608_cov_4.297689||full	0.92	dsDNAphage	2568	0	14.3	0	2568	No	NA	7	0	0	Low-quality	Genome-fragment	4.39	AAI-based (medium-confidence)	0	1	no viral genes detected
A3	bin.ubinned	NODE_96095_length_2571_cov_7.251590||full	1	dsDNAphage	2568	1	28.6	0	2568	No	NA	7	2	0	Low-quality	Genome-fragment	4.05	HMM-based (lower-bound)	0	1	NA
A3	bin.ubinned	NODE_96363_length_2568_cov_3.000796||full	0.98	dsDNAphage	2568	1	25	0	2568	No	NA	4	1	0	Low-quality	Genome-fragment	5.83	AAI-based (medium-confidence)	0	1	NA
B2	bin.071	NODE_85144_length_2570_cov_3.508549||full	0.673	dsDNAphage	2568	1	33.3	0	2568	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
