contig_id	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
Contig86107428||lt2gene	NA	dsDNAphage	2483	2	100	0	2483	No	NA	2	2	0	Low-quality	Genome-fragment	5.71	AAI-based (medium-confidence)	0	1	NA
Contig120416557||lt2gene	NA	dsDNAphage	2483	1	50	0	2483	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig69095307||full	0.787	dsDNAphage	2482	0	50	0	2482	No	NA	4	3	0	Low-quality	Genome-fragment	3.76	HMM-based (lower-bound)	0	1	NA
Contig70405318||full	0.98	dsDNAphage	2482	0	14.3	0	2482	No	NA	7	1	0	Low-quality	Genome-fragment	1.16	HMM-based (lower-bound)	0	1	NA
Contig101726086||full	0.78	dsDNAphage	2482	0	37.5	12.5	2482	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig119974497||full	0.907	dsDNAphage	2482	0	16.7	0	2482	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig127621175||full	0.853	dsDNAphage	2482	0	60	0	2482	No	NA	5	1	0	Low-quality	Genome-fragment	1.76	HMM-based (lower-bound)	0	1	NA
Contig142722310||full	0.6	dsDNAphage	2482	1	33.3	0	2482	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig153648330||full	0.973	dsDNAphage	2482	1	100	0	2482	No	NA	4	3	0	Low-quality	Genome-fragment	3.47	AAI-based (medium-confidence)	0	1	NA
Contig105223231||lt2gene	NA	dsDNAphage	2482	2	100	0	2482	No	NA	2	2	0	Low-quality	Genome-fragment	6.55	AAI-based (high-confidence)	0	1	NA
Contig37547038||full	1	dsDNAphage	2481	1	100	0	2481	No	NA	2	1	0	Low-quality	Genome-fragment	5.48	HMM-based (lower-bound)	0	1	NA
Contig42724361||full	0.987	dsDNAphage	2481	1	25	0	2481	No	NA	4	1	0	Low-quality	Genome-fragment	5.66	AAI-based (medium-confidence)	0	1	NA
Contig50775738||full	1	dsDNAphage	2481	1	66.7	0	2481	No	NA	3	2	0	Low-quality	Genome-fragment	4	HMM-based (lower-bound)	0	1	NA
Contig63479375||full	0.973	dsDNAphage	2481	1	50	0	2481	No	NA	2	1	0	Low-quality	Genome-fragment	2.03	HMM-based (lower-bound)	0	1	NA
Contig66880644||full	0.78	dsDNAphage	2481	0	25	0	2481	No	NA	4	1	0	Low-quality	Genome-fragment	1.68	HMM-based (lower-bound)	0	1	NA
Contig102589620||full	1	dsDNAphage	2481	1	16.7	0	2481	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig102793583||full	0.927	dsDNAphage	2481	0	12.5	0	2481	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig127135581||full	0.967	dsDNAphage	2481	0	57.1	0	2481	No	NA	7	1	0	Low-quality	Genome-fragment	1	HMM-based (lower-bound)	0	1	NA
Contig129086445||full	0.987	dsDNAphage	2481	0	14.3	0	2481	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig134560386||full	0.993	dsDNAphage	2481	1	33.3	0	2481	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig143078812||full	0.867	dsDNAphage	2481	0	33.3	0	2481	No	NA	6	2	0	Low-quality	Genome-fragment	2.03	HMM-based (lower-bound)	0	1	NA
Contig39211619||full	0.993	dsDNAphage	2480	1	66.7	0	2480	Yes	1770	3	1	1	Low-quality	Genome-fragment	2.62	HMM-based (lower-bound)	28.63	1	NA
Contig96069863||full	0.807	dsDNAphage	2480	0	33.3	0	2480	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig99776060||full	0.807	dsDNAphage	2480	0	16.7	0	2480	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig126497887||full	0.68	dsDNAphage	2480	0	33.3	0	2480	No	NA	3	0	3	Low-quality	Genome-fragment	0.97	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig136559843||full	0.947	dsDNAphage	2480	0	22.2	0	2480	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig101743271||lt2gene	NA	dsDNAphage	2480	1	50	0	2480	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig3||full	0.96	dsDNAphage	2479	1	16.7	0	2479	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig49472459||full	0.66	dsDNAphage	2479	0	66.7	0	2479	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig118312114||full	0.973	dsDNAphage	2479	1	50	0	2479	No	NA	3	2	0	Low-quality	Genome-fragment	3.06	HMM-based (lower-bound)	0	1	NA
Contig153662247||full	0.593	dsDNAphage	2479	0	66.7	0	2479	No	NA	3	0	2	Low-quality	Genome-fragment	4.97	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig33863681||full	0.733	dsDNAphage	2478	0	20	0	2478	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig57492578||full	1	dsDNAphage	2478	1	100	0	2478	No	NA	4	3	0	Low-quality	Genome-fragment	2.75	HMM-based (lower-bound)	0	1	NA
Contig80918420||full	0.993	dsDNAphage	2478	1	33.3	0	2478	No	NA	3	1	0	Low-quality	Genome-fragment	6.26	AAI-based (high-confidence)	0	1	NA
Contig99097083||full	0.553	dsDNAphage	2478	0	50	0	2478	Yes	1776	4	1	1	Low-quality	Genome-fragment	1.28	HMM-based (lower-bound)	28.33	1	NA
Contig108870467||full	0.5	dsDNAphage	2478	0	66.7	0	2478	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig111472690||full	0.907	dsDNAphage	2478	0	12.5	0	2478	No	NA	8	1	0	Low-quality	Genome-fragment	2.63	HMM-based (lower-bound)	0	1	NA
Contig126828218||full	0.9	dsDNAphage	2478	0	16.7	0	2478	No	NA	6	1	0	Low-quality	Genome-fragment	1.45	AAI-based (medium-confidence)	0	1	NA
Contig136217781||full	0.667	dsDNAphage	2478	0	66.7	0	2478	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig138284247||full	0.993	dsDNAphage	2478	1	75	0	2478	No	NA	4	2	0	Low-quality	Genome-fragment	4.15	AAI-based (medium-confidence)	0	1	NA
Contig144413709||full	1	dsDNAphage	2478	1	40	0	2478	No	NA	5	2	0	Low-quality	Genome-fragment	2.87	HMM-based (lower-bound)	0	1	NA
Contig147277813||full	0.993	dsDNAphage	2478	1	33.3	0	2478	No	NA	3	1	0	Low-quality	Genome-fragment	3.92	HMM-based (lower-bound)	0	1	NA
Contig153355329||full	0.613	dsDNAphage	2478	0	16.7	0	2478	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig3002950||full	0.887	dsDNAphage	2477	0	66.7	0	2477	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig10823007||full	0.907	dsDNAphage	2477	0	25	0	2477	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig39040409||full	0.78	dsDNAphage	2477	0	12.5	0	2477	No	NA	7	1	0	Low-quality	Genome-fragment	1.44	HMM-based (lower-bound)	0	1	NA
Contig73512139||full	0.867	dsDNAphage	2477	1	33.3	0	2477	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig89688877||full	0.96	dsDNAphage	2477	2	100	0	2477	No	NA	2	2	0	Low-quality	Genome-fragment	6.24	AAI-based (medium-confidence)	0	1	NA
Contig92558179||full	1	dsDNAphage	2477	0	12.5	0	2477	No	NA	8	1	0	Low-quality	Genome-fragment	1.64	HMM-based (lower-bound)	0	1	NA
Contig128840735||full	0.993	dsDNAphage	2477	1	33.3	0	2477	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig26642360||full	0.947	dsDNAphage	2476	1	20	0	2476	No	NA	5	1	0	Low-quality	Genome-fragment	1.33	HMM-based (lower-bound)	0	1	NA
Contig54079647||full	0.74	dsDNAphage	2476	0	33.3	0	2476	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig84358398||full	0.653	dsDNAphage	2476	0	66.7	0	2476	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig110557923||full	0.987	dsDNAphage	2476	1	50	0	2476	No	NA	4	1	0	Low-quality	Genome-fragment	5.74	AAI-based (medium-confidence)	0	1	NA
Contig121056932||full	0.92	dsDNAphage	2476	0	37.5	0	2476	No	NA	8	1	0	Low-quality	Genome-fragment	1.6	HMM-based (lower-bound)	0	1	NA
Contig122639982||full	1	dsDNAphage	2476	0	16.7	0	2476	No	NA	6	0	0	Low-quality	Genome-fragment	4.62	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig124797504||full	0.967	dsDNAphage	2476	1	75	0	2476	No	NA	4	3	0	Low-quality	Genome-fragment	1.81	HMM-based (lower-bound)	0	1	NA
Contig127610735||full	0.947	dsDNAphage	2476	1	50	0	2476	No	NA	2	1	0	Low-quality	Genome-fragment	0.98	HMM-based (lower-bound)	0	1	NA
Contig2090433||full	0.967	dsDNAphage	2475	2	100	0	2475	No	NA	2	1	0	Low-quality	Genome-fragment	4.98	HMM-based (lower-bound)	0	1	NA
Contig30925540||full	0.987	dsDNAphage	2475	0	33.3	0	2475	No	NA	6	1	0	Low-quality	Genome-fragment	4.27	AAI-based (medium-confidence)	0	1	NA
Contig45061328||full	0.5	dsDNAphage	2475	0	25	0	2475	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig50296442||full	0.793	dsDNAphage	2475	0	14.3	0	2475	No	NA	6	1	0	Low-quality	Genome-fragment	0.86	AAI-based (high-confidence)	0	1	NA
Contig98448805||full	0.967	dsDNAphage	2475	1	33.3	0	2475	No	NA	6	2	0	Low-quality	Genome-fragment	4.8	AAI-based (medium-confidence)	0	1	NA
Contig135631980||full	0.98	dsDNAphage	2475	0	14.3	0	2475	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig136744612||full	0.98	dsDNAphage	2475	1	28.6	0	2475	No	NA	7	1	0	Low-quality	Genome-fragment	6.61	AAI-based (high-confidence)	0	1	NA
Contig140666051||full	0.773	dsDNAphage	2475	0	75	0	2475	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig145513225||full	0.973	dsDNAphage	2475	0	33.3	0	2475	No	NA	6	0	0	Low-quality	Genome-fragment	6.1	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig152460574||full	0.927	dsDNAphage	2475	0	16.7	0	2475	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig84708097||lt2gene	NA	dsDNAphage	2475	1	100	0	2475	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig31632072||full	0.873	dsDNAphage	2474	0	33.3	0	2474	No	NA	6	2	0	Low-quality	Genome-fragment	6.36	AAI-based (high-confidence)	0	1	NA
Contig53492924||full	0.72	dsDNAphage	2474	0	20	0	2474	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig67877358||full	0.98	dsDNAphage	2474	1	40	0	2474	No	NA	5	2	0	Low-quality	Genome-fragment	6.55	AAI-based (high-confidence)	0	1	NA
Contig89364074||full	0.967	dsDNAphage	2474	1	50	0	2474	No	NA	4	2	0	Low-quality	Genome-fragment	4.08	AAI-based (high-confidence)	0	1	NA
Contig109115316||full	0.833	dsDNAphage	2474	1	66.7	0	2474	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig152509987||lt2gene	NA	dsDNAphage	2474	1	50	0	2474	No	NA	2	1	0	Low-quality	Genome-fragment	1.03	HMM-based (lower-bound)	0	1	NA
Contig81474508||full	0.947	dsDNAphage	2473	0	12.5	0	2473	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig127994497||full	0.7	dsDNAphage	2473	0	25	0	2473	No	NA	4	1	0	Low-quality	Genome-fragment	1.5	HMM-based (lower-bound)	0	1	NA
Contig130306140||full	0.507	dsDNAphage	2473	0	25	0	2473	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig108017304||lt2gene	NA	dsDNAphage	2473	2	100	0	2473	No	NA	2	1	0	Low-quality	Genome-fragment	5.72	AAI-based (medium-confidence)	0	1	NA
Contig142851653||lt2gene	NA	dsDNAphage	2473	2	100	0	2473	No	NA	2	1	0	Low-quality	Genome-fragment	4.01	AAI-based (medium-confidence)	0	1	NA
Contig3355977||full	0.68	dsDNAphage	2472	0	75	0	2472	No	NA	4	1	0	Low-quality	Genome-fragment	4.95	AAI-based (medium-confidence)	0	1	NA
Contig39261285||full	1	dsDNAphage	2472	1	50	0	2472	No	NA	4	2	0	Low-quality	Genome-fragment	1.01	HMM-based (lower-bound)	0	1	NA
Contig82180756||full	0.987	dsDNAphage	2472	1	50	0	2472	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig140549632||full	0.653	dsDNAphage	2472	0	66.7	0	2472	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig33918479||full	0.993	dsDNAphage	2471	2	66.7	0	2471	No	NA	3	2	0	Low-quality	Genome-fragment	6.28	AAI-based (high-confidence)	0	1	NA
Contig109351162||full	0.98	dsDNAphage	2471	1	25	0	2471	No	NA	4	1	0	Low-quality	Genome-fragment	5.75	AAI-based (medium-confidence)	0	1	NA
Contig129122777||full	0.907	dsDNAphage	2471	0	25	0	2471	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig33468861||full	0.8	dsDNAphage	2470	0	10	0	2470	No	NA	10	2	0	Low-quality	Genome-fragment	5.35	HMM-based (lower-bound)	0	1	NA
Contig77743658||full	0.993	dsDNAphage	2470	1	33.3	0	2470	No	NA	3	1	0	Low-quality	Genome-fragment	3.7	HMM-based (lower-bound)	0	1	NA
Contig106406996||full	0.967	dsDNAphage	2470	1	16.7	0	2470	No	NA	6	0	0	Low-quality	Genome-fragment	5.31	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig115346348||full	1	dsDNAphage	2470	2	75	0	2470	No	NA	4	3	0	Low-quality	Genome-fragment	4.1	AAI-based (medium-confidence)	0	1	NA
Contig121040372||full	0.54	dsDNAphage	2470	0	66.7	33.3	2470	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig123149210||full	0.833	dsDNAphage	2470	0	25	0	2470	No	NA	4	0	1	Low-quality	Genome-fragment	6.68	AAI-based (high-confidence)	0	1	no viral genes detected
Contig137870444||full	0.947	dsDNAphage	2470	0	66.7	0	2470	No	NA	6	0	0	Low-quality	Genome-fragment	4.98	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig154762042||full	0.987	dsDNAphage	2470	1	50	0	2470	Yes	1582	2	1	1	Low-quality	Genome-fragment	2.35	HMM-based (lower-bound)	35.95	1	NA
Contig52962452||lt2gene	NA	dsDNAphage	2470	1	100	0	2470	No	NA	1	1	0	Low-quality	Genome-fragment	1.35	HMM-based (lower-bound)	0	1	NA
Contig103334340||lt2gene	NA	dsDNAphage	2470	1	50	0	2470	No	NA	2	1	0	Low-quality	Genome-fragment	3.26	HMM-based (lower-bound)	0	1	NA
Contig123587765||lt2gene	NA	dsDNAphage	2470	1	100	0	2470	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig85508496||full	0.973	dsDNAphage	2469	0	11.1	0	2469	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig107958327||full	0.927	dsDNAphage	2469	1	66.7	0	2469	No	NA	3	3	0	Low-quality	Genome-fragment	1.12	HMM-based (lower-bound)	0	1	NA
Contig142083484||full	1	dsDNAphage	2469	2	80	0	2469	No	NA	5	5	0	Low-quality	Genome-fragment	2.23	HMM-based (lower-bound)	0	1	NA
Contig151283604||full	0.98	dsDNAphage	2469	1	50	0	2469	No	NA	4	1	0	Low-quality	Genome-fragment	1.35	HMM-based (lower-bound)	0	1	NA
Contig16195668||full	0.987	dsDNAphage	2468	0	33.3	0	2468	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig32976219||full	0.747	dsDNAphage	2468	0	33.3	0	2468	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig38406323||full	0.993	dsDNAphage	2468	0	33.3	0	2468	No	NA	9	1	0	Low-quality	Genome-fragment	1.33	HMM-based (lower-bound)	0	1	NA
Contig90577840||full	0.513	dsDNAphage	2468	0	50	25	2468	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig104440234||full	0.733	dsDNAphage	2468	0	22.2	0	2468	No	NA	9	1	0	Low-quality	Genome-fragment	1.19	HMM-based (lower-bound)	0	1	NA
Contig121253273||full	0.907	dsDNAphage	2468	0	66.7	0	2468	No	NA	3	0	1	Low-quality	Genome-fragment	2.83	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig130318546||full	0.987	dsDNAphage	2468	0	71.4	0	2468	No	NA	7	3	0	Low-quality	Genome-fragment	2.68	AAI-based (medium-confidence)	0	1	NA
Contig139685519||full	0.993	dsDNAphage	2468	0	12.5	0	2468	No	NA	8	0	0	Low-quality	Genome-fragment	4.95	AAI-based (high-confidence)	0	1	no viral genes detected
Contig62756797||lt2gene	NA	dsDNAphage	2468	1	100	0	2468	No	NA	1	1	0	Low-quality	Genome-fragment	1.54	HMM-based (lower-bound)	0	1	NA
Contig105606405||lt2gene	NA	dsDNAphage	2468	1	100	0	2468	No	NA	1	1	0	Low-quality	Genome-fragment	1.13	HMM-based (lower-bound)	0	1	NA
Contig4453266||full	0.833	dsDNAphage	2467	0	25	0	2467	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig10188682||full	0.987	dsDNAphage	2467	1	66.7	0	2467	No	NA	3	1	0	Low-quality	Genome-fragment	3.66	HMM-based (lower-bound)	0	1	NA
Contig16541710||full	1	dsDNAphage	2467	2	100	0	2467	No	NA	2	2	0	Low-quality	Genome-fragment	1.1	HMM-based (lower-bound)	0	1	NA
Contig58508518||full	0.993	dsDNAphage	2467	1	40	0	2467	No	NA	5	3	0	Low-quality	Genome-fragment	3.85	HMM-based (lower-bound)	0	1	NA
Contig62149179||full	0.893	dsDNAphage	2467	0	66.7	0	2467	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig82462881||full	0.513	dsDNAphage	2467	0	33.3	0	2467	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig84254120||full	0.92	dsDNAphage	2467	1	25	0	2467	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig89612630||full	1	dsDNAphage	2467	2	50	0	2467	No	NA	4	2	0	Low-quality	Genome-fragment	1.5	HMM-based (lower-bound)	0	1	NA
Contig129798857||full	0.653	dsDNAphage	2467	0	25	0	2467	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig146853013||full	0.853	dsDNAphage	2467	0	16.7	0	2467	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig151184547||full	0.66	dsDNAphage	2467	0	20	0	2467	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig13203542||lt2gene	NA	dsDNAphage	2467	2	100	0	2467	No	NA	2	1	0	Low-quality	Genome-fragment	2.61	HMM-based (lower-bound)	0	1	NA
Contig131468335||lt2gene	NA	dsDNAphage	2467	1	50	0	2467	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig11334140||full	0.927	dsDNAphage	2466	0	50	0	2466	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig22563099||full	0.653	dsDNAphage	2466	0	20	0	2466	No	NA	5	0	0	Low-quality	Genome-fragment	3.47	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig57100227||full	0.9	dsDNAphage	2466	0	28.6	0	2466	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig64012625||full	0.653	dsDNAphage	2466	0	33.3	0	2466	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig68523650||full	0.533	dsDNAphage	2466	0	20	0	2466	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig85041933||full	0.967	dsDNAphage	2466	1	40	0	2466	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig93340153||full	0.98	dsDNAphage	2466	0	12.5	0	2466	No	NA	8	1	0	Low-quality	Genome-fragment	1.6	HMM-based (lower-bound)	0	1	NA
Contig95970948||full	0.96	dsDNAphage	2466	0	28.6	0	2466	No	NA	7	1	0	Low-quality	Genome-fragment	1.36	HMM-based (lower-bound)	0	1	NA
Contig122639980||full	0.967	dsDNAphage	2466	1	50	0	2466	No	NA	6	2	0	Low-quality	Genome-fragment	1.71	HMM-based (lower-bound)	0	1	NA
Contig134091080||full	0.96	dsDNAphage	2466	0	42.9	0	2466	No	NA	7	2	0	Low-quality	Genome-fragment	1.14	HMM-based (lower-bound)	0	1	NA
Contig134346536||full	0.607	dsDNAphage	2466	0	25	0	2466	No	NA	4	0	1	Low-quality	Genome-fragment	5.83	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig134779123||full	0.573	dsDNAphage	2466	0	50	0	2466	No	NA	4	1	0	Low-quality	Genome-fragment	1.47	HMM-based (lower-bound)	0	1	NA
Contig138712007||full	0.807	dsDNAphage	2466	0	11.1	0	2466	No	NA	9	1	0	Low-quality	Genome-fragment	1.57	HMM-based (lower-bound)	0	1	NA
Contig33935021||full	0.707	dsDNAphage	2465	0	16.7	0	2465	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig48432477||full	0.913	dsDNAphage	2465	1	66.7	0	2465	No	NA	3	1	0	Low-quality	Genome-fragment	1.7	HMM-based (lower-bound)	0	1	NA
Contig66439512||full	0.58	dsDNAphage	2465	0	25	0	2465	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig67870732||full	0.827	dsDNAphage	2465	0	28.6	0	2465	No	NA	7	1	0	Low-quality	Genome-fragment	1.34	HMM-based (lower-bound)	0	1	NA
Contig104746923||full	0.707	dsDNAphage	2465	0	16.7	0	2465	No	NA	6	1	0	Low-quality	Genome-fragment	1.38	HMM-based (lower-bound)	0	1	NA
Contig108420635||full	0.92	dsDNAphage	2465	0	11.1	0	2465	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig111520299||full	0.873	dsDNAphage	2465	0	33.3	0	2465	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig115637913||full	0.927	dsDNAphage	2465	0	14.3	0	2465	No	NA	7	1	0	Low-quality	Genome-fragment	3.72	HMM-based (lower-bound)	0	1	NA
Contig130215547||full	0.98	dsDNAphage	2465	0	50	0	2465	No	NA	6	1	0	Low-quality	Genome-fragment	1.59	HMM-based (lower-bound)	0	1	NA
Contig139722181||full	1	dsDNAphage	2465	0	16.7	0	2465	No	NA	6	0	0	Low-quality	Genome-fragment	3.66	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig153436018||full	0.933	dsDNAphage	2465	0	20	0	2465	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig15503880||lt2gene	NA	dsDNAphage	2465	1	100	0	2465	No	NA	2	0	0	Low-quality	Genome-fragment	5.92	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig101672798||lt2gene	NA	dsDNAphage	2465	1	100	0	2465	No	NA	1	1	0	Low-quality	Genome-fragment	5.18	HMM-based (lower-bound)	0	1	NA
Contig1806688||full	0.96	dsDNAphage	2464	0	50	0	2464	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig9678249||full	0.727	dsDNAphage	2464	0	33.3	0	2464	No	NA	6	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig85865449||full	0.8	dsDNAphage	2464	0	50	0	2464	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig114842165||full	0.947	dsDNAphage	2464	0	14.3	0	2464	No	NA	7	0	0	Low-quality	Genome-fragment	4.08	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig119789413||full	0.873	dsDNAphage	2464	0	16.7	0	2464	No	NA	6	1	0	Low-quality	Genome-fragment	1.55	HMM-based (lower-bound)	0	1	NA
Contig133489103||full	0.86	dsDNAphage	2464	0	18.2	0	2464	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig147031444||full	0.607	dsDNAphage	2464	0	16.7	0	2464	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig7366581||full	0.86	dsDNAphage	2463	0	33.3	0	2463	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig38119674||full	0.62	dsDNAphage	2463	0	20	0	2463	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig46693282||full	0.647	dsDNAphage	2463	0	20	0	2463	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig66971843||full	0.84	dsDNAphage	2463	0	66.7	0	2463	No	NA	3	1	0	Low-quality	Genome-fragment	3.91	AAI-based (medium-confidence)	0	1	NA
Contig93908962||full	0.82	dsDNAphage	2463	0	33.3	0	2463	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig96273691||full	0.967	dsDNAphage	2463	0	12.5	0	2463	No	NA	8	1	0	Low-quality	Genome-fragment	1.09	HMM-based (lower-bound)	0	1	NA
Contig110473650||full	0.553	dsDNAphage	2463	0	50	0	2463	No	NA	4	0	3	Low-quality	Genome-fragment	0.46	AAI-based (medium-confidence)	0	1	no viral genes detected
Contig123964899||full	0.933	dsDNAphage	2463	0	14.3	0	2463	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig125086485||full	0.66	dsDNAphage	2463	1	33.3	0	2463	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
Contig131001640||full	0.987	dsDNAphage	2463	1	40	0	2463	No	NA	5	1	0	Low-quality	Genome-fragment	4.28	AAI-based (medium-confidence)	0	1	NA
Contig148954155||full	0.72	dsDNAphage	2463	0	25	0	2463	No	NA	4	1	0	Low-quality	Genome-fragment	4.41	AAI-based (medium-confidence)	0	1	NA
Contig48432472||lt2gene	NA	dsDNAphage	2463	1	100	0	2463	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
