seqname	dsDNAphage	NCLDV	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
Contig39184220||full	0.4	0.76	0.153	0.38	0.76	NCLDV	2523	0	33.3	0
Contig40017446||full	0.773	0.513	0.84	0.573	0.84	ssDNA	2523	0	20	0
Contig40911275||full	0.36	nan	0.56	0.827	0.827	lavidaviridae	2523	0	50	0
Contig64960328||full	0.513	0.973	0.827	1	1	lavidaviridae	2523	0	33.3	0
Contig65056213||full	0.447	0.54	0.087	0.14	0.54	NCLDV	2523	0	33.3	0
Contig79888138||full	0.06	0.767	0.02	0.067	0.767	NCLDV	2523	0	25	0
Contig82369991||full	0.907	0.093	0.4	0.133	0.907	dsDNAphage	2523	0	14.3	0
Contig83938107||full	0.347	0.447	0.833	0.967	0.967	lavidaviridae	2523	0	33.3	0
Contig85853904||full	0.947	0.753	1	0.733	1	ssDNA	2523	0	75	0
Contig109067718||full	0.487	0.267	0.807	0.387	0.807	ssDNA	2523	0	25	0
Contig121987892||full	0.353	nan	0.727	0.18	0.727	ssDNA	2523	0	25	0
Contig123521518||full	0.487	0.58	0.407	0.327	0.58	NCLDV	2523	0	33.3	0
Contig8436627||full	0.673	0.493	0.947	0.193	0.947	ssDNA	2522	0	20	0
Contig10016566||full	0.96	0.133	0.373	0.307	0.96	dsDNAphage	2522	0	12.5	0
Contig15352040||full	0.8	0.407	0.887	0.407	0.887	ssDNA	2522	0	25	0
Contig16650339||full	0.58	0.973	0.74	0.88	0.973	NCLDV	2522	0	50	0
Contig19901152||full	0.113	0.627	0.053	0.213	0.627	NCLDV	2522	0	50	0
Contig21253058||full	0.58	nan	0.06	0.133	0.58	dsDNAphage	2522	0	40	20
Contig46221621||full	0.833	0.893	0.693	0.473	0.893	NCLDV	2522	0	33.3	0
Contig57000763||full	0.967	0.36	0.76	0.127	0.967	dsDNAphage	2522	0	25	0
Contig61816787||full	0.48	0.527	0.147	0.447	0.527	NCLDV	2522	0	33.3	0
Contig78121326||full	0.393	0.053	0.727	1	1	lavidaviridae	2522	0	33.3	0
Contig103710953||full	0.64	0.587	0.993	0.993	0.993	ssDNA	2522	0	66.7	0
Contig114954710||full	0.607	0.58	0.887	0.38	0.887	ssDNA	2522	0	66.7	0
Contig119150725||full	0.773	0.267	0.98	0.373	0.98	ssDNA	2522	0	100	0
Contig124318034||full	0.953	0.593	0.887	0.48	0.953	dsDNAphage	2522	0	66.7	0
Contig124516157||full	0.373	0.12	0.527	0.98	0.98	lavidaviridae	2522	0	33.3	0
Contig126599964||full	0.58	0.96	0.307	0.813	0.96	NCLDV	2522	0	66.7	0
Contig127694369||full	0.78	0.34	0.853	0.42	0.853	ssDNA	2522	0	50	0
Contig132851546||full	0.82	0.38	0.913	0.427	0.913	ssDNA	2522	0	60	0
Contig133337225||full	1	0.673	0.587	0.707	1	dsDNAphage	2522	1	33.3	0
Contig150974159||full	0.873	0.567	0.933	0.867	0.933	ssDNA	2522	0	100	0
Contig153305549||full	0.48	0.267	0.753	0.647	0.753	ssDNA	2522	0	33.3	0
Contig39051566||full	0.853	nan	0.04	0.547	0.853	dsDNAphage	2521	1	33.3	0
Contig58777890||full	0.067	0.567	0.033	0.107	0.567	NCLDV	2521	0	33.3	0
Contig72156837||full	0.647	nan	0.2	0.427	0.647	dsDNAphage	2521	0	14.3	0
Contig73813728||full	0.487	0.027	0.067	0.647	0.647	lavidaviridae	2521	0	33.3	0
Contig74360648||full	0.707	0.687	0.867	0.793	0.867	ssDNA	2521	0	33.3	0
Contig77543660||full	0.747	0.86	0.353	0.607	0.86	NCLDV	2521	0	25	0
Contig79413483||full	0.807	0.373	0.673	0.613	0.807	dsDNAphage	2521	0	33.3	0
Contig87728686||full	0.393	0.613	0.087	0.567	0.613	NCLDV	2521	0	33.3	0
Contig105976940||full	0.687	nan	0.973	1	1	lavidaviridae	2521	0	50	0
Contig112880757||full	0.687	0.4	0.633	0.613	0.687	dsDNAphage	2521	0	50	0
Contig113911385||full	0.28	0.773	0.133	0.713	0.773	NCLDV	2521	0	50	0
Contig116606526||full	0.787	0.04	0.353	0.933	0.933	lavidaviridae	2521	0	20	0
Contig118929995||full	0.307	nan	0.147	0.733	0.733	lavidaviridae	2521	0	50	0
Contig130662734||full	0.7	nan	0.12	0.527	0.7	dsDNAphage	2521	0	16.7	0
Contig139985286||full	0.98	0.1	0.987	0.507	0.987	ssDNA	2521	0	33.3	0
Contig140703000||full	0.2	0.84	0.04	0.807	0.84	NCLDV	2521	0	20	0
Contig145422399||full	0.707	0.687	0.933	0.353	0.933	ssDNA	2521	0	33.3	0
Contig57391820||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2521	1	100	0
Contig1480179||full	0.66	0.067	0.173	0.48	0.66	dsDNAphage	2520	0	33.3	0
Contig12616418||full	0.973	0.507	0.973	0.96	0.973	dsDNAphage	2520	2	75	0
Contig17630074||full	0.353	0.153	0.087	0.6	0.6	lavidaviridae	2520	0	33.3	0
Contig22633677||full	0.54	0.72	0.353	0.653	0.72	NCLDV	2520	0	66.7	0
Contig45634698||full	0.4	0.693	0.487	0.92	0.92	lavidaviridae	2520	0	25	0
Contig48338003||full	0.873	0.34	0.5	0.24	0.873	dsDNAphage	2520	0	12.5	0
Contig67146387||full	0.967	1	0.953	1	1	NCLDV	2520	0	66.7	0
Contig68697820||full	0.3	0.567	0.147	0.113	0.567	NCLDV	2520	0	33.3	0
Contig97374939||full	0.5	0.033	0.493	0.727	0.727	lavidaviridae	2520	0	66.7	0
Contig109788485||full	0.34	nan	0.06	0.56	0.56	lavidaviridae	2520	0	33.3	0
Contig115685443||full	0.68	0.34	0.787	0.58	0.787	ssDNA	2520	0	66.7	0
Contig120775443||full	0.753	0.227	0.96	0.553	0.96	ssDNA	2520	0	50	0
Contig124611484||full	0.9	0.7	0.947	0.947	0.947	ssDNA	2520	0	25	0
Contig134535812||full	0.607	0.42	0.7	0.947	0.947	lavidaviridae	2520	0	20	0
Contig136171202||full	0.287	0.62	0.1	0.26	0.62	NCLDV	2520	0	33.3	0
Contig144474490||full	0.88	0.833	0.113	0.46	0.88	dsDNAphage	2520	1	33.3	0
Contig146282496||full	0.98	0.3	0.793	0.193	0.98	dsDNAphage	2520	0	28.6	0
Contig151760021||full	0.473	nan	0.627	0.66	0.66	lavidaviridae	2520	0	33.3	0
Contig133574207||lt2gene	nan	nan	nan	nan	nan	lavidaviridae	2520	1	100	0
Contig25233175||full	0.307	0.767	0.647	1	1	lavidaviridae	2519	0	33.3	0
Contig38047939||full	0.153	0.987	0.087	0.413	0.987	NCLDV	2519	0	33.3	0
Contig42863023||full	0.36	0.54	0.84	0.533	0.84	ssDNA	2519	0	25	0
Contig48286041||full	0.507	nan	0.773	0.627	0.773	ssDNA	2519	0	33.3	0
Contig54626890||full	1	0.393	1	0.7	1	dsDNAphage	2519	2	75	0
Contig62240172||full	0.487	0.107	0.9	0.553	0.9	ssDNA	2519	0	66.7	0
Contig67151911||full	0.36	0.393	0.033	0.52	0.52	lavidaviridae	2519	0	33.3	0
Contig83185450||full	0.72	0.393	0.88	0.987	0.987	lavidaviridae	2519	0	33.3	0
Contig91359283||full	0.207	nan	0.027	0.5	0.5	lavidaviridae	2519	0	33.3	0
Contig112466275||full	0.7	0.5	0.86	0.687	0.86	ssDNA	2519	0	66.7	0
Contig128669379||full	0.867	0.433	0.96	0.38	0.96	ssDNA	2519	0	60	0
Contig136315790||full	0.313	0.847	0.107	0.393	0.847	NCLDV	2519	0	33.3	0
Contig137605319||full	0.3	0.793	0.107	0.367	0.793	NCLDV	2519	0	33.3	0
Contig148367896||full	0.92	nan	0.64	0.207	0.92	dsDNAphage	2519	1	33.3	0
Contig150121355||full	0.773	nan	0.713	0.28	0.773	dsDNAphage	2519	0	25	0
Contig152391923||full	0.26	0.833	0.04	0	0.833	NCLDV	2519	0	100	0
Contig10629731||full	0.647	1	0.607	0.987	1	NCLDV	2518	0	20	0
Contig10951958||full	0.62	0.273	0.3	0.4	0.62	dsDNAphage	2518	0	100	0
Contig29777252||full	0.333	0.66	0.127	0.367	0.66	NCLDV	2518	0	33.3	0
Contig66676888||full	0.66	0.453	0.38	0.153	0.66	dsDNAphage	2518	0	66.7	0
Contig75796968||full	0.873	nan	0.913	0.987	0.987	lavidaviridae	2518	0	50	0
Contig87434257||full	0.553	0.04	0.047	0.04	0.553	dsDNAphage	2518	0	25	0
Contig90231018||full	0.687	0.027	0.307	0.52	0.687	dsDNAphage	2518	0	16.7	0
Contig91980425||full	0.753	0.1	0.113	0.607	0.753	dsDNAphage	2518	1	33.3	0
Contig99634519||full	0.12	0.8	0.08	0.26	0.8	NCLDV	2518	0	33.3	0
Contig108265373||full	0.76	0.26	0.933	0.88	0.933	ssDNA	2518	0	20	0
Contig116532988||full	0.347	0.34	0.673	0.307	0.673	ssDNA	2518	0	25	0
Contig119049183||full	0.8	nan	0.76	0.407	0.8	dsDNAphage	2518	0	33.3	0
Contig121790772||full	0.133	0.66	0.053	0.087	0.66	NCLDV	2518	0	50	0
Contig122155379||full	0.733	0.553	0.153	0.16	0.733	dsDNAphage	2518	0	16.7	0
Contig129176995||full	0.96	0.9	0.8	0.847	0.96	dsDNAphage	2518	1	33.3	0
Contig137974195||full	0.847	nan	0.18	0.127	0.847	dsDNAphage	2518	0	33.3	0
Contig139685580||full	0.127	0.693	0.093	0.207	0.693	NCLDV	2518	0	25	0
Contig6716893||full	1	0.02	0.5	0.087	1	dsDNAphage	2517	0	12.5	0
Contig19537177||full	0.833	0.02	0.273	0.56	0.833	dsDNAphage	2517	0	33.3	0
Contig49861998||full	0.993	0.12	0.447	0.287	0.993	dsDNAphage	2517	1	14.3	0
Contig65638740||full	0.393	0.6	0.947	1	1	lavidaviridae	2517	0	33.3	0
Contig75700049||full	0.767	0.12	0.133	0.127	0.767	dsDNAphage	2517	0	33.3	0
Contig84818417||full	0.967	0.2	0.953	0.3	0.967	dsDNAphage	2517	0	33.3	0
Contig86568854||full	0.947	nan	0.787	0.247	0.947	dsDNAphage	2517	1	33.3	0
Contig89919281||full	0.733	nan	0.927	0.833	0.927	ssDNA	2517	0	33.3	0
Contig104941013||full	0.313	0.793	0.073	0.727	0.793	NCLDV	2517	0	33.3	0
Contig106230128||full	0.02	0.5	0.007	0	0.5	NCLDV	2517	0	33.3	0
Contig123545028||full	0.387	0.08	0.153	0.573	0.573	lavidaviridae	2517	0	33.3	0
Contig127212886||full	0.327	0.8	0.053	0.313	0.8	NCLDV	2517	0	33.3	0
Contig150418230||full	0.693	0.313	0.76	0.347	0.76	ssDNA	2517	0	16.7	0
Contig152317442||full	0.633	0.227	0.407	0.447	0.633	dsDNAphage	2517	0	20	0
Contig153866151||full	0.073	0.767	0.02	0.027	0.767	NCLDV	2517	0	25	0
Contig24033625||full	0.56	0.187	0.093	0.587	0.587	lavidaviridae	2516	0	40	0
Contig29497306||full	0.713	0.387	0.913	0.247	0.913	ssDNA	2516	0	20	0
Contig41132565||full	0.567	0.72	0.827	0.327	0.827	ssDNA	2516	0	66.7	0
Contig42924675||full	0.333	0.033	0.907	0.98	0.98	lavidaviridae	2516	0	33.3	0
Contig84283786||full	0.847	0.96	0.713	1	1	lavidaviridae	2516	0	40	0
Contig100629864||full	0.193	0.62	0.027	0.113	0.62	NCLDV	2516	0	33.3	0
Contig119234354||full	0.54	0.18	0.047	0.047	0.54	dsDNAphage	2516	0	50	25
Contig121457279||full	0.16	0.62	0.04	0.127	0.62	NCLDV	2516	0	33.3	0
Contig122526582||full	0.833	0.5	0.733	0.333	0.833	dsDNAphage	2516	0	66.7	0
Contig126196850||full	0.547	0.48	0.78	0.773	0.78	ssDNA	2516	0	33.3	0
Contig130249414||full	0.927	0.147	0.767	0.333	0.927	dsDNAphage	2516	0	16.7	0
Contig147400730||full	0.667	0.933	0.82	0.953	0.953	lavidaviridae	2516	0	60	0
Contig150282122||full	0.707	0.78	1	0.74	1	ssDNA	2516	0	50	0
Contig151265132||full	0.14	0.553	0.12	0.247	0.553	NCLDV	2516	0	50	0
Contig154282739||full	0.873	0.06	0.747	0.327	0.873	dsDNAphage	2516	0	20	0
Contig30964478||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2516	1	100	0
Contig81577686||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2516	1	100	0
Contig9092438||full	0.973	0.213	0.84	0.627	0.973	dsDNAphage	2515	0	60	0
Contig16065862||full	0.92	0.16	0.54	0.193	0.92	dsDNAphage	2515	0	12.5	0
Contig36434380||full	0.707	0.047	0.26	0.607	0.707	dsDNAphage	2515	0	33.3	0
Contig54962539||full	0.86	0.08	0.133	0.593	0.86	dsDNAphage	2515	1	25	0
Contig55403797||full	0.1	0.753	0.067	0.273	0.753	NCLDV	2515	0	33.3	0
Contig64717688||full	0.993	0.593	0.833	0.087	0.993	dsDNAphage	2515	1	11.1	0
Contig67974536||full	0.727	0.053	0.227	0.56	0.727	dsDNAphage	2515	0	33.3	0
Contig74492556||full	0.293	0.867	0.1	0.673	0.867	NCLDV	2515	0	25	0
Contig88283095||full	0.887	0.213	0.72	0.28	0.887	dsDNAphage	2515	0	100	0
Contig91388128||full	0.707	0.773	0.767	0.673	0.773	NCLDV	2515	0	25	0
Contig101098389||full	0.16	0.793	0.033	0.187	0.793	NCLDV	2515	0	33.3	0
Contig101567059||full	0.173	0.787	0.007	0	0.787	NCLDV	2515	0	25	0
Contig101819608||full	0.94	0.153	0.1	0.087	0.94	dsDNAphage	2515	0	40	0
Contig105305949||full	0.947	0.24	0.873	0.3	0.947	dsDNAphage	2515	0	37.5	0
Contig106785075||full	0.6	nan	0.553	0.753	0.753	lavidaviridae	2515	0	33.3	0
Contig111011659||full	0.907	0.053	0.287	0.12	0.907	dsDNAphage	2515	0	11.1	0
Contig112602513||full	0.247	0.693	0.033	0.213	0.693	NCLDV	2515	0	25	0
Contig113644585||full	0.773	0.027	0.187	0.153	0.773	dsDNAphage	2515	0	14.3	0
Contig117969997||full	0.847	0.647	0.193	0.153	0.847	dsDNAphage	2515	0	60	0
Contig128216925||full	0.993	0.16	0.353	0.307	0.993	dsDNAphage	2515	1	20	0
Contig133883949||full	0.953	0.687	0.88	0.873	0.953	dsDNAphage	2515	1	33.3	0
Contig135308519||full	0.54	nan	0.827	0.793	0.827	ssDNA	2515	0	33.3	0
Contig141138353||full	nan	0.767	nan	nan	0.767	NCLDV	2515	0	33.3	0
Contig144837409||full	nan	0.64	nan	nan	0.64	NCLDV	2515	0	33.3	0
Contig153585687||full	1	0.907	0.973	0.28	1	dsDNAphage	2515	0	80	0
Contig156024711||full	0.927	0.513	0.053	0.047	0.927	dsDNAphage	2515	1	25	0
Contig156237215||full	0.987	0.273	1	0.107	1	ssDNA	2515	0	28.6	0
Contig156398566||full	0.933	0.24	0.16	0.04	0.933	dsDNAphage	2515	0	10	0
Contig14320299||full	0.673	0.4	0.993	0.933	0.993	ssDNA	2514	0	50	0
Contig15746652||full	0.52	0.187	0.293	0.753	0.753	lavidaviridae	2514	0	50	0
Contig18973212||full	0.533	0.053	0.113	0.1	0.533	dsDNAphage	2514	0	40	0
Contig23628005||full	1	0.06	0.54	0.607	1	dsDNAphage	2514	1	28.6	0
Contig31429261||full	0.413	0.773	0.28	0.8	0.8	lavidaviridae	2514	0	50	0
Contig31982409||full	0.3	0.62	0.093	0.213	0.62	NCLDV	2514	0	33.3	0
Contig34894537||full	0.567	0	0.753	0.36	0.753	ssDNA	2514	0	25	0
Contig35889625||full	0.96	0.067	0.72	0.793	0.96	dsDNAphage	2514	1	33.3	0
Contig44298139||full	0.753	0.627	0.787	0.387	0.787	ssDNA	2514	0	66.7	0
Contig56506499||full	0.927	0.047	0.38	0.093	0.927	dsDNAphage	2514	0	14.3	0
Contig59338644||full	0.627	0.26	0.687	0.7	0.7	lavidaviridae	2514	0	20	0
Contig67378307||full	0.98	nan	0.86	0.987	0.987	lavidaviridae	2514	0	33.3	0
Contig74503087||full	0.953	0.073	0.907	0.927	0.953	dsDNAphage	2514	1	40	0
Contig79601836||full	0.98	0.387	0.9	0.567	0.98	dsDNAphage	2514	1	25	0
Contig84863518||full	0.867	nan	0.893	0.753	0.893	ssDNA	2514	0	50	0
Contig97211349||full	0.927	0.353	0.887	0.927	0.927	dsDNAphage	2514	0	100	0
Contig97707253||full	0.447	0.953	0.127	0.313	0.953	NCLDV	2514	0	33.3	0
Contig98781389||full	0.413	0.613	0.607	0.187	0.613	NCLDV	2514	0	33.3	0
Contig98933860||full	0.147	0.833	0.107	0.227	0.833	NCLDV	2514	0	25	0
Contig111019697||full	0.053	0.507	0.007	0.047	0.507	NCLDV	2514	0	25	0
Contig118059494||full	0.76	0.573	0.72	0.46	0.76	dsDNAphage	2514	0	33.3	0
Contig140807485||full	0.98	nan	0.353	0.38	0.98	dsDNAphage	2514	1	25	0
Contig147788630||full	0.507	0.64	0.833	0.887	0.887	lavidaviridae	2514	0	25	0
Contig153722641||full	0.673	0.213	0.947	0.867	0.947	ssDNA	2514	0	66.7	0
Contig4153535||full	0.38	nan	0.12	0.66	0.66	lavidaviridae	2513	0	33.3	0
Contig22792629||full	0.993	0.273	0.347	0.16	0.993	dsDNAphage	2513	0	25	0
Contig27330093||full	0.54	0.36	0.62	0.373	0.62	ssDNA	2513	0	20	0
Contig52270020||full	0.587	0.667	0.767	0.9	0.9	lavidaviridae	2513	0	66.7	0
Contig57223561||full	0.68	0.113	0.347	0.58	0.68	dsDNAphage	2513	0	25	0
Contig79253289||full	0.667	nan	0.167	0.233	0.667	dsDNAphage	2513	0	25	0
Contig81015784||full	0.8	0.62	0.88	0.32	0.88	ssDNA	2513	0	66.7	0
Contig87516295||full	0.993	nan	0.493	0.16	0.993	dsDNAphage	2513	1	28.6	0
Contig102212500||full	1	0.887	0.993	0.287	1	dsDNAphage	2513	1	75	0
Contig105565399||full	0.707	0.173	0.953	0.7	0.953	ssDNA	2513	0	66.7	0
Contig110911162||full	0.92	0.233	1	0.16	1	ssDNA	2513	0	40	0
Contig118602052||full	0.873	0.307	0.773	0.393	0.873	dsDNAphage	2513	0	33.3	0
Contig121844566||full	0.227	0.64	0.08	0.2	0.64	NCLDV	2513	0	33.3	0
Contig127410928||full	0.593	nan	0.647	0.987	0.987	lavidaviridae	2513	0	33.3	0
Contig127494898||full	0.653	nan	0.56	0.253	0.653	dsDNAphage	2513	0	33.3	0
Contig129871395||full	0.407	0.107	0.54	0.587	0.587	lavidaviridae	2513	0	33.3	0
Contig154839020||full	0.293	0.407	0.82	1	1	lavidaviridae	2513	0	33.3	0
Contig127242833||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2513	1	50	0
Contig2953131||full	0.76	0.667	0.987	0.947	0.987	ssDNA	2512	0	100	0
Contig28939797||full	0.767	0.633	0.74	0.233	0.767	dsDNAphage	2512	0	20	0
Contig35913566||full	0.767	0.633	0.987	0.967	0.987	ssDNA	2512	0	66.7	0
Contig38797996||full	0.633	0.027	0.113	0.087	0.633	dsDNAphage	2512	0	50	0
Contig48538323||full	0.367	0.807	0.167	0.593	0.807	NCLDV	2512	0	33.3	0
Contig60321465||full	0.767	0.053	0.48	0.48	0.767	dsDNAphage	2512	0	33.3	0
Contig60400094||full	0.58	0.62	0.767	0.82	0.82	lavidaviridae	2512	0	25	0
Contig61153837||full	0.293	0.873	0.813	0.94	0.94	lavidaviridae	2512	0	25	0
Contig63900949||full	0.693	nan	0.087	0.1	0.693	dsDNAphage	2512	1	33.3	0
Contig71622005||full	0.413	0.44	0.833	0.807	0.833	ssDNA	2512	0	33.3	0
Contig73699748||full	0.533	nan	0.193	0.26	0.533	dsDNAphage	2512	0	33.3	0
Contig80007657||full	0.893	0.273	0.72	0.16	0.893	dsDNAphage	2512	0	11.1	0
Contig80293664||full	0.56	0.827	0.907	0.993	0.993	lavidaviridae	2512	0	33.3	0
Contig85607052||full	0.4	0.567	0.013	0.1	0.567	NCLDV	2512	0	33.3	0
Contig90392604||full	0.68	0.887	0.967	0.82	0.967	ssDNA	2512	0	50	0
Contig99102985||full	0.1	0.567	0.107	0.42	0.567	NCLDV	2512	0	50	0
Contig105847502||full	0.98	0.093	0.987	0.52	0.987	ssDNA	2512	0	66.7	0
Contig134797350||full	0.773	0.413	0.793	0.493	0.793	ssDNA	2512	0	33.3	0
Contig140065640||full	0.427	0.987	0.093	0.687	0.987	NCLDV	2512	0	33.3	0
Contig150831722||full	0.847	0.52	0.967	0.353	0.967	ssDNA	2512	0	50	0
Contig154382319||full	0.66	nan	0.68	0.807	0.807	lavidaviridae	2512	0	66.7	0
Contig58812735||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2512	1	50	0
Contig61604306||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2512	1	100	0
Contig16775135||full	1	0.793	0.84	0.407	1	dsDNAphage	2511	1	33.3	0
Contig19358183||full	0.727	0.513	0.673	0.2	0.727	dsDNAphage	2511	0	16.7	0
Contig53040739||full	0.633	0.527	0.28	0.22	0.633	dsDNAphage	2511	0	66.7	0
Contig66067084||full	0.16	0.5	0.04	0.147	0.5	NCLDV	2511	0	33.3	0
Contig70865547||full	0.993	0.4	0.927	0.607	0.993	dsDNAphage	2511	1	75	0
Contig104987806||full	0.333	0.88	0.673	0.973	0.973	lavidaviridae	2511	0	25	0
Contig107887221||full	0.48	0.973	0.813	0.893	0.973	NCLDV	2511	0	50	0
Contig111377889||full	0.247	0.793	0.233	0.173	0.793	NCLDV	2511	0	33.3	0
Contig127344788||full	0.993	0.353	0.993	0.28	0.993	dsDNAphage	2511	1	100	0
Contig128651229||full	0.96	nan	0.087	0.127	0.96	dsDNAphage	2511	0	28.6	14.3
Contig132675308||full	nan	0.827	nan	nan	0.827	NCLDV	2511	0	33.3	0
Contig141242519||full	0.127	0.507	0.033	0.087	0.507	NCLDV	2511	0	33.3	0
Contig142261592||full	0.353	0.08	0.6	0.747	0.747	lavidaviridae	2511	0	25	0
Contig142876120||full	0.26	0.753	0.02	0	0.753	NCLDV	2511	0	33.3	0
Contig148423339||full	0.92	0.92	0.993	0.42	0.993	ssDNA	2511	0	60	0
Contig150813140||full	0.333	0.887	0.673	0.887	0.887	NCLDV	2511	0	20	0
Contig152323558||full	0.26	0.587	0.073	0.08	0.587	NCLDV	2511	0	33.3	0
Contig155265562||full	0.713	0.247	0.88	0.8	0.88	ssDNA	2511	0	16.7	0
Contig156081387||full	0.913	nan	0.213	0.053	0.913	dsDNAphage	2511	1	25	0
Contig54370026||lt2gene	nan	nan	nan	nan	nan	dsDNAphage	2511	1	100	0
Contig33589545||full	0.553	0.753	0.88	1	1	lavidaviridae	2510	0	33.3	0
Contig38415223||full	0.827	0.853	0.967	0.9	0.967	ssDNA	2510	0	16.7	0
Contig52197753||full	0.98	nan	0.867	0.68	0.98	dsDNAphage	2510	1	100	0
Contig53917464||full	0.04	0.9	0.08	0.413	0.9	NCLDV	2510	0	33.3	0
Contig55398145||full	0.58	0.033	0.427	0.94	0.94	lavidaviridae	2510	0	33.3	0
Contig76424398||full	0.44	nan	0.987	0.94	0.987	ssDNA	2510	0	66.7	0
Contig84093209||full	0.873	0.327	0.953	0.22	0.953	ssDNA	2510	0	33.3	0
Contig112714716||full	0.7	0.04	0.68	0.42	0.7	dsDNAphage	2510	0	25	0
Contig118447091||full	0.733	0.513	0.38	0.493	0.733	dsDNAphage	2510	0	14.3	0
Contig119956646||full	0.473	0.347	0.813	0.933	0.933	lavidaviridae	2510	0	33.3	0
Contig124743547||full	0.127	0.587	0.053	0.367	0.587	NCLDV	2510	0	50	0
Contig129557316||full	0.987	nan	0.36	0.38	0.987	dsDNAphage	2510	2	66.7	0
Contig138260102||full	0.253	0.007	0.073	0.58	0.58	lavidaviridae	2510	0	20	0
Contig141819383||full	nan	0.88	nan	nan	0.88	NCLDV	2510	0	25	0
Contig142329233||full	0.34	0.507	0.107	0.347	0.507	NCLDV	2510	0	33.3	0
Contig146103053||full	0.687	0.253	0.807	0.16	0.807	ssDNA	2510	0	20	0
Contig146269068||full	0.413	0.953	0.56	0.533	0.953	NCLDV	2510	0	33.3	0
Contig154842900||full	0.62	0.3	0.067	0.113	0.62	dsDNAphage	2510	0	40	20
Contig7414746||full	0.64	0.247	0.08	0.207	0.64	dsDNAphage	2509	0	50	0
Contig23645577||full	0.58	nan	0.747	0.667	0.747	ssDNA	2509	0	66.7	0
Contig31299639||full	0.66	0.107	0.427	0.173	0.66	dsDNAphage	2509	0	25	0
Contig34961340||full	0.687	nan	0.1	0.127	0.687	dsDNAphage	2509	0	20	0
Contig35659992||full	0.907	0.407	0.993	0.627	0.993	ssDNA	2509	0	75	0
Contig42890644||full	0.993	0.007	0.647	0.213	0.993	dsDNAphage	2509	0	12.5	0
Contig52956867||full	0.353	0.573	0.113	0.26	0.573	NCLDV	2509	0	33.3	0
Contig53995553||full	0.967	0.227	1	0.327	1	ssDNA	2509	0	60	0
Contig60310128||full	0.5	0.34	0.36	0.68	0.68	lavidaviridae	2509	0	66.7	0
Contig78520617||full	0.06	0.607	0	0.007	0.607	NCLDV	2509	0	25	0
Contig93444083||full	0.34	0.553	0.047	0.567	0.567	lavidaviridae	2509	0	33.3	0
Contig106548435||full	0.993	0.253	0.987	0.6	0.993	dsDNAphage	2509	1	100	0
Contig115156551||full	0.113	0.787	0.007	0.053	0.787	NCLDV	2509	0	33.3	0
Contig122969585||full	0.38	0.127	0.607	0.747	0.747	lavidaviridae	2509	0	33.3	0
Contig124312127||full	0.747	0.227	0.88	0.367	0.88	ssDNA	2509	0	100	0
Contig127880431||full	0.933	0.787	0.68	0.333	0.933	dsDNAphage	2509	0	50	0
Contig127976249||full	0.973	nan	0.993	0.853	0.993	ssDNA	2509	0	100	0
Contig134785304||full	0.427	0.773	0.067	0.56	0.773	NCLDV	2509	0	33.3	0
Contig142527351||full	0.913	0.62	0.987	0.793	0.987	ssDNA	2509	0	66.7	0
Contig152634314||full	0.613	0.973	0.88	0.453	0.973	NCLDV	2509	0	20	0
Contig155050355||full	0.333	0.8	0.867	0.94	0.94	lavidaviridae	2509	0	33.3	0
Contig7243094||full	0.48	0.313	0.147	0.593	0.593	lavidaviridae	2508	0	33.3	0
Contig7737676||full	0.173	0.553	0.027	0.073	0.553	NCLDV	2508	0	50	0
Contig8640932||full	0.86	0.347	0.967	0.353	0.967	ssDNA	2508	0	20	0
Contig17911692||full	0.833	0.333	0.993	0.38	0.993	ssDNA	2508	0	50	0
Contig53939826||full	0.947	nan	0.873	0.807	0.947	dsDNAphage	2508	1	33.3	0
Contig56064020||full	0.367	0.62	0.167	0.153	0.62	NCLDV	2508	0	33.3	0
Contig64730486||full	0.973	0.48	0.86	0.473	0.973	dsDNAphage	2508	1	50	0
Contig109788495||full	1	0.34	0.993	0.873	1	dsDNAphage	2508	1	66.7	0
Contig117975951||full	0.3	0.553	0.34	0.38	0.553	NCLDV	2508	0	33.3	0
Contig129562531||full	0.927	0.587	0.7	0.767	0.927	dsDNAphage	2508	1	50	0
Contig130517673||full	0.167	0.68	0.013	0.107	0.68	NCLDV	2508	0	33.3	0
Contig137225912||full	0.82	0.44	0.76	0.693	0.82	dsDNAphage	2508	0	50	0
Contig138785718||full	0.933	0.573	0.813	0.893	0.933	dsDNAphage	2508	1	66.7	0
Contig142489493||full	0.447	nan	0.133	0.713	0.713	lavidaviridae	2508	0	50	0
Contig142900692||full	0.527	0.293	0.453	0.58	0.58	lavidaviridae	2508	0	25	0
Contig144492918||full	0.62	0.453	0.933	0.7	0.933	ssDNA	2508	0	50	0
Contig145248914||full	0.907	nan	0.373	0.533	0.907	dsDNAphage	2508	2	66.7	0
Contig146342755||full	0.933	0.793	0.993	0.207	0.993	ssDNA	2508	0	50	0
