gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
Contig60973928||full_22	Contig60973928||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	M
Contig60973928||full_28	Contig60973928||full							2	MK
Contig60973928||full_30	Contig60973928||full							2	MKF
Contig60973928||full_35	Contig60973928||full							2	MKF
Contig60973928||full_36	Contig60973928||full							2	MKF
Contig61120693||full_3	Contig61120693||full							2	MKF
Contig61266604||full_36	Contig61266604||full							2	MKF
Contig61266605||full_13	Contig61266605||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	1	M
Contig61496521||full_4	Contig61496521||full							3	MKF
Contig61580743||full_3	Contig61580743||full							3	MKF
Contig61580743||full_5	Contig61580743||full							3	MKF
Contig61580743||full_7	Contig61580743||full							3	MKF
Contig6158734||full_9	Contig6158734||full							2	MKF
Contig6158734||full_59	Contig6158734||full							2	MK
Contig6158734||full_60	Contig6158734||full							2	MK
Contig6158734||full_74	Contig6158734||full							2	MK
Contig61795153||full_5	Contig61795153||full	K02871	large subunit ribosomal protein L13	MISC	Information systems		Ribosome, bacteria	3	M
Contig61795153||full_5	Contig61795153||full	K02871	large subunit ribosomal protein L13	MISC	Information systems		Ribosome, archaea	3	M
Contig61795153||full_6	Contig61795153||full	K02996	small subunit ribosomal protein S9	MISC	Information systems		Ribosome, bacteria	3	M
Contig61795153||full_6	Contig61795153||full	K02996	small subunit ribosomal protein S9	MISC	Information systems		Ribosome, archaea	3	M
Contig62008141||full_140	Contig62008141||full							3	MKT
Contig62008142||full_80	Contig62008142||full							2	MK
Contig62008147||full_43	Contig62008147||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MT
Contig62008147||full_62	Contig62008147||full	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MT
Contig62030707||full_3	Contig62030707||full							3	MKF
Contig62250170||full_11	Contig62250170||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig62323343||full_11	Contig62323343||full	G01	Catlytic type: Glutamate; cleave (amongst others) the Tyr26-Thr27 bond in the B chain of oxidized insulin	Organic Nitrogen	Peptidase		Endopeptidases from fungi	3	M
Contig62340152||full_11	Contig62340152||full							2	MK
Contig62604802||full_4	Contig62604802||full							2	MKF
Contig62604802||full_6	Contig62604802||full							2	MKF
Contig62666728||full_68	Contig62666728||full							2	MKF
Contig62779473||full_6	Contig62779473||full	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
Contig62779473||full_6	Contig62779473||full	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
Contig62779473||full_6	Contig62779473||full	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
Contig62796509||full_13	Contig62796509||full							1	MKF
Contig62801022||full_21	Contig62801022||full							1	MK
Contig62864167||full_3	Contig62864167||full							3	MKF
Contig6287510||full_36	Contig6287510||full	K00560	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
Contig6287512||full_15	Contig6287512||full							1	MK
Contig62880983||full_16	Contig62880983||full							3	MKF
Contig62897875||full_48	Contig62897875||full	K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] [RN:R04208]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	2	MK
Contig62897875||full_82	Contig62897875||full							1	MK
Contig62897875||full_87	Contig62897875||full							1	MK
Contig62982406||full_4	Contig62982406||full							2	MKF
Contig63117449||full_31	Contig63117449||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
Contig63243035||full_3	Contig63243035||full							2	MKF
Contig63243035||full_4	Contig63243035||full							2	MKF
Contig63243035||full_6	Contig63243035||full							2	MKF
Contig63308814||full_7	Contig63308814||full							3	MKF
Contig63408416||full_22	Contig63408416||full							2	MK
Contig63408416||full_72	Contig63408416||full							2	MKF
Contig63483431||full_7	Contig63483431||full							2	MKF
Contig63550235||full_2	Contig63550235||full	K01996	livF; branched-chain amino acid transport system ATP-binding protein	Transporters			Branched-chain amino acid transport system	3	MF
Contig63550235||full_2	Contig63550235||full	K01996	livF; branched-chain amino acid transport system ATP-binding protein	Transporters			Branched-chain amino acid transport system	3	MF
Contig63567846||full_17	Contig63567846||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	2	M
Contig63567846||full_124	Contig63567846||full							1	MKE
Contig63567846||full_185	Contig63567846||full	M50B	Catlytic type: Metallo; activates the factor sigmaK precursor by cleaving off a 20-residue propeptide; cleavage occurs within, or very close to, membranes	Organic Nitrogen	Peptidase		Metallo-endopeptidases	2	M
Contig63580391||full_67	Contig63580391||full							1	MK
Contig63580391||full_69	Contig63580391||full							1	MK
Contig63635576||full_143	Contig63635576||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
Contig63827198||full_2	Contig63827198||full							3	MKF
Contig63877781||full_23	Contig63877781||full							2	MK
Contig63995939||full_2	Contig63995939||full							3	MKF
Contig64069097||full_5	Contig64069097||full	K15916	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740 R02739]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	3	MF
Contig64069097||full_5	Contig64069097||full	K15916	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740]	carbon utilization	central carbon	glycolysis	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	3	MF
Contig64159903||full_6	Contig64159903||full							3	MKF
Contig64460456||full_6	Contig64460456||full							3	MKF
Contig64578255||full_5	Contig64578255||full	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17] [RN:R01071]	Organic Nitrogen	Amino Acid		Histidine biosynthesis, PRPP => histidine	3	MF
Contig64578255||full_7	Contig64578255||full							3	MKF
Contig64802180||full_40	Contig64802180||full							2	MK
Contig64802180||full_136	Contig64802180||full							2	MK
Contig64802180||full_152	Contig64802180||full							2	MK
Contig64802180||full_161	Contig64802180||full							2	MKF
Contig64836116||full_5	Contig64836116||full							3	MKF
Contig64836116||full_8	Contig64836116||full							3	MK
Contig64836116||full_22	Contig64836116||full	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
Contig64836117||full_2	Contig64836117||full	K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
Contig64920711||full_17	Contig64920711||full							1	MK
Contig65039274||full_15	Contig65039274||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
Contig65152190||full_11	Contig65152190||full							3	MK
Contig65209534||full_10	Contig65209534||full	GH5	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);	carbon utilization	CAZY	Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage	Glycoside Hydrolases	1	M
Contig65377857||full_2	Contig65377857||full	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein	Transporters			Lipopolysaccharide transport system	3	MF
Contig65439644||full_2	Contig65439644||full	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	3	MKF
Contig65439644||full_2	Contig65439644||full	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	3	MKF
Contig65439644||full_2	Contig65439644||full	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	3	MKF
Contig65439644||full_2	Contig65439644||full	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7] [RN:R10147]	Organic Nitrogen	Amino Acid		Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	3	MKF
Contig65507660||full_5	Contig65507660||full	K00027	malate dehydrogenase (oxaloacetate-decarboxylating)	carbon utilization	central carbon	TCA	TCA /Reductive TCA	3	MF
Contig65507660||full_6	Contig65507660||full							3	MKF
Contig65507660||full_8	Contig65507660||full							3	MKF
Contig65869071||full_48	Contig65869071||full	K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	2	M
Contig66083496||full_153	Contig66083496||full	GH5	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);	carbon utilization	CAZY	Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage	Glycoside Hydrolases	1	MKE
Contig66298244||full_9	Contig66298244||full							3	MKF
Contig66569476||full_2	Contig66569476||full							3	MKF
Contig66603299||full_6	Contig66603299||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MTF
Contig6668541||full_4	Contig6668541||full							2	MKF
Contig6668541||full_23	Contig6668541||full							1	MKF
Contig66750544||full_2	Contig66750544||full							2	MKF
Contig66846849||full_2	Contig66846849||full							3	MKF
Contig67208525||full_2	Contig67208525||full							3	MKF
Contig67293174||full_3	Contig67293174||full							3	MKF
Contig67729208||full_4	Contig67729208||full							3	MKF
Contig67740537||full_31	Contig67740537||full							3	MK
Contig67865110||full_3	Contig67865110||full							3	MKF
Contig67865110||full_4	Contig67865110||full							3	MKF
Contig67951969||full_9	Contig67951969||full	K01251	adenosylhomocysteinase [EC:3.3.1.1] [RN:R00192]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MKF
Contig67983956||full_4	Contig67983956||full	K08097	phosphosulfolactate synthase [EC:4.4.1.19] [RN:R07476]	Energy	C1		Coenzyme M biosynthesis	3	MF
Contig68204782||full_9	Contig68204782||full							2	MKF
Contig68290769||full_6	Contig68290769||full							2	MKF
Contig68335335||full_4	Contig68335335||full							3	MKF
Contig68442842||full_5	Contig68442842||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MF
Contig68556186||full_4	Contig68556186||full							3	MKF
Contig68556186||full_5	Contig68556186||full	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
Contig68584382||full_79	Contig68584382||full							2	MK
Contig68663813||full_117	Contig68663813||full							2	MK
Contig68669475||full_8	Contig68669475||full							3	MKTF
Contig68686550||full_40	Contig68686550||full	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
Contig68805470||full_5	Contig68805470||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
Contig68850734||full_54	Contig68850734||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	M
Contig68946988||full_11	Contig68946988||full							2	MKF
Contig68958305||full_6	Contig68958305||full	K00560	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
Contig6898437||full_18	Contig6898437||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	M
Contig69043218||full_19	Contig69043218||full							2	MK
Contig6904894||full_6	Contig6904894||full							2	MKF
Contig6904894||full_9	Contig6904894||full							2	MKF
Contig69060285||full_18	Contig69060285||full							3	MKF
Contig69185263||full_2	Contig69185263||full							3	MKF
Contig69269862||full_3	Contig69269862||full							3	MKF
Contig693881||full_4	Contig693881||full							3	MKF
Contig693881||full_5	Contig693881||full							3	MK
Contig69422512||full_7	Contig69422512||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
Contig69422512||full_85	Contig69422512||full							1	MK
Contig69434225||full_2	Contig69434225||full							2	MKF
Contig69478||full_2	Contig69478||full							3	MKF
Contig69615817||full_15	Contig69615817||full	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] [RN:R00289]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, glucose => UDP-glucose	3	MF
Contig69615817||full_15	Contig69615817||full	K00963	UGP2; Glc-1P -> UDP-Glc [EC:2.7.7.9]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MF
Contig69672647||full_4	Contig69672647||full	K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	Transporters			Lipopolysaccharide export system	3	MF
Contig69788337||full_2	Contig69788337||full							3	MKF
Contig69788337||full_3	Contig69788337||full							3	MKF
Contig69899820||full_4	Contig69899820||full	K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	2	MKF
Contig69899820||full_4	Contig69899820||full	K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	2	MKF
Contig69899820||full_4	Contig69899820||full	K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Energy	C1		Reductive pentose phosphate cycle (Calvin cycle)	2	MKF
Contig69899820||full_4	Contig69899820||full	K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Energy	C1		Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	2	MKF
Contig69899820||full_15	Contig69899820||full							2	MK
Contig69899822||full_9	Contig69899822||full							2	MK
Contig6990637||full_5	Contig6990637||full	U69	Self-processing occurs at the Ser846|+|Ala bond.	Organic Nitrogen	Peptidase		Self-processing peptidases	2	MKF
Contig7044498||full_3	Contig7044498||full							2	MKF
Contig7049872||full_4	Contig7049872||full	U69	Self-processing occurs at the Ser846|+|Ala bond.	Organic Nitrogen	Peptidase		Self-processing peptidases	2	MF
Contig70519151||full_3	Contig70519151||full							3	MKF
Contig70575712||full_3	Contig70575712||full							3	MKF
Contig70740622||full_11	Contig70740622||full							3	MK
Contig70740622||full_15	Contig70740622||full							3	MK
Contig70763265||full_16	Contig70763265||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MT
Contig70763265||full_69	Contig70763265||full							2	MKT
Contig70876852||full_7	Contig70876852||full	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	2	MF
Contig70888108||full_3	Contig70888108||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	3	MF
Contig71035971||full_8	Contig71035971||full							2	MK
Contig71258123||full_22	Contig71258123||full							2	MKT
Contig71258123||full_23	Contig71258123||full							2	MKT
Contig71258123||full_25	Contig71258123||full							2	MKT
Contig71258123||full_29	Contig71258123||full							2	MKT
Contig71258123||full_53	Contig71258123||full							2	MKTF
Contig71258123||full_54	Contig71258123||full							2	MKTF
Contig71277468||full_84	Contig71277468||full							1	MKE
Contig71277468||full_137	Contig71277468||full							2	MK
Contig71297963||full_2	Contig71297963||full							3	MKF
Contig71297963||full_3	Contig71297963||full							3	MKF
Contig71549515||full_3	Contig71549515||full							3	MKF
Contig71559582||full_5	Contig71559582||full							1	MK
Contig7162542||full_44	Contig7162542||full							1	MK
Contig7162542||full_45	Contig7162542||full							1	MK
Contig7162542||full_48	Contig7162542||full							1	MK
Contig7162542||full_140	Contig7162542||full	K02935	large subunit ribosomal protein L7/L12	MISC	Information systems		Ribosome, bacteria	2	MF
Contig71648242||full_78	Contig71648242||full							1	MK
Contig71673349||full_39	Contig71673349||full	K01939	adenylosuccinate synthase [EC:6.3.4.4] [RN:R01135]	MISC	Information systems	Nucleotide	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	2	M
Contig7178669||full_18	Contig7178669||full	K02970	small subunit ribosomal protein S21	MISC	Information systems		Ribosome, bacteria	3	M
Contig71832655||full_38	Contig71832655||full							3	MKF
Contig71861164||full_5	Contig71861164||full	K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	3	MKF
Contig71861164||full_5	Contig71861164||full	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291]	carbon utilization	central carbon	glycolysis	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	3	MKF
Contig71861164||full_5	Contig71861164||full	K01784	UDP-glucose 4-epimerase	carbon utilization (Woodcroft)	sugar utilization (woodcroft)	galactose degradation	Galactose metabolism	3	MKF
Contig72088350||full_36	Contig72088350||full	M24A	Catlytic type: Metallo; cleave the Met-Xaa (where Xaa is any amino acid) bond in the removal of the initiating N-terminal methionine from newly synthesized proteins; essential for the removal of the initiating methionine of many proteins, acting co-translationally in association with the ribosomes	Organic Nitrogen	Peptidase		Exopeptidases that require co-catalytic ions of cobalt or manganese	3	M
Contig72099970||full_5	Contig72099970||full							2	MKF
Contig72133908||full_7	Contig72133908||full							3	MKF
Contig72630894||full_4	Contig72630894||full	K11071	potB; spermidine/putrescine transport system permease protein	Transporters			Spermidine/putrescine transport system	2	MF
Contig72634689||full_4	Contig72634689||full							3	MKF
Contig72725832||full_24	Contig72725832||full							2	MK
Contig72725832||full_80	Contig72725832||full	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
Contig72725833||full_8	Contig72725833||full							2	MK
